,summer song,summer artist,year summer,winter song,winter artist,year winter
2480,Tap The Bottle, Young Black Teenagers,1993,93 til Infinity, Souls Of Mischief,1993
2481,Sweet Thing, Mary J. Blige,1993,Im Looking For The One (To Be With Me), Jazzy Jeff & The Fresh Prince,1993
2482,Run To You, Whitney Houston,1993,Life (Everybody Needs Somebody To Love), Haddaway,1993
2483,"Lets Go Through The Motions (From ""Whos The Man?"")", Jodeci,1993,Betchall Never Find, Chantay Savage,1993
2484,Humps For The Blvd., Rodney O & Joe Cooley,1993,The Song Remembers When, Trisha Yearwood,1993
2485,Alibis, Tracy Lawrence,1993,Mary Janes Last Dance, Tom Petty And The Heartbreakers,1993
2486,Every Little Thing U Do, Christopher Williams,1993,Will You Be There (In The Morning), Heart,1993
2487,Voice Of Freedom, Freedom Williams,1993,Rubberband Girl, Kate Bush,1993
2488,Love U More, Sunscreem,1993,"I Love Music (From ""Carlitos Way"")", Rozalla,1993
2489,Im Free, Jon Secada,1993,Love For Love, Robin S.,1993
2490,Do Da What, 1 Of The Girls,1993,John Deere Green, Joe Diffie,1993
2491,Creep, Radiohead,1993,Im Real, Kris Kross,1993
2492,Shouldve Been A Cowboy, Toby Keith,1993,Yolanda, Reality,1993
2493,Its My Life, Dr. Alban,1993,Foreplay, RAab,1993
2494,Typical Reasons (Swing My Way), Prince Markie Dee And The Soul Convention,1993,Something In Your Eyes, Bell Biv DeVoe,1993
2495,Its On, Naughty By Nature,1993,Push The Feeling On, Nightcrawlers,1993
2496,I Should Be Laughing, Patty Smyth,1993,Whats It To You, Clay Walker,1993
2497,Supermodel (You Better Work), RuPaul,1993,Here Come The Lords, Lords Of The Underground,1993
2498,"Almost Unreal (From ""Super Mario Bros."")", Roxette,1993,Rock With You, Inner Circle,1993
2499,Falling In Love, New Born,1993,Same Ol Shit, MC Ren,1993
2500,Ill Be There, Mariah Carey,1992,I Will Always Love You, Whitney Houston,1992
2501,Baby Got Back, Sir Mix-A-Lot,1992,Rump Shaker, Wreckx-N-Effect,1992
2502,Jump, Kris Kross,1992,If I Ever Fall In Love, Shai,1992
2503,Under The Bridge, Red Hot Chili Peppers,1992,"In The Still Of The Nite (From ""The Jacksons"")", Boyz II Men,1992
2504,My Lovin (Youre Never Gonna Get It), En Vogue,1992,"Id Die Without You (From ""Boomerang"")", P.M. Dawn,1992
2505,Damn I Wish I Was Your Lover, Sophie B. Hawkins,1992,Rhythm Is A Dancer, Snap!,1992
2506,If You Asked Me To, Celine Dion,1992,Good Enough, Bobby Brown,1992
2507,Achy Breaky Heart, Billy Ray Cyrus,1992,"Saving Forever For You (From ""Beverly Hills, 90210"")", Shanice,1992
2508,Tennessee, Arrested Development,1992,How Do You Talk To An Angel, The Heights,1992
2509,The Best Things In Life Are Free, Luther Vandross And Janet Jackson With BBD And Ralph Tresvant,1992,Real Love, Mary J. Blige,1992
2510,Live And Learn, Joe Public,1992,What About Your Friends, TLC,1992
2511,In The Closet, Michael Jackson,1992,To Love Somebody, Michael Bolton,1992
2512,Hold On My Heart, Genesis,1992,Deeper And Deeper, Madonna,1992
2513,Wishing On A Star, The Cover Girls,1992,Love Is On The Way, Saigon Kick,1992
2514,Just Another Day, Jon Secada,1992,Do You Believe In Us, Jon Secada,1992
2515,Come & Talk To Me, Jodeci,1992,Layla, Eric Clapton,1992
2516,Aint 2 Proud 2 Beg, TLC,1992,Little Miss Cant Be Wrong, Spin Doctors,1992
2517,Just Take My Heart, Mr. Big,1992,When She Cries, Restless Heart,1992
2518,Life Is A Highway, Tom Cochrane,1992,Faithful, Go West,1992
2519,I Will Remember You, Amy Grant,1992,Walking On Broken Glass, Annie Lennox,1992
2520,You Wont See Me Cry, Wilson Phillips,1992,"End Of The Road (From ""Boomerang"")", Boyz II Men,1992
2521,Slow Motion, Color Me Badd,1992,Flex, Mad Cobra,1992
2522,Do It To Me, Lionel Richie,1992,Where You Goin Now, Damn Yankees,1992
2523,Tears In Heaven, Eric Clapton,1992,Back To The Hotel, N2Deep,1992
2524,One, U2,1992,Never A Time, Genesis,1992
2525,Save The Best For Last, Vanessa Williams,1992,The Last Song, Elton John,1992
2526,Everything About You, Ugly Kid Joe,1992,Would I Lie To You?, Charles & Eddie,1992
2527,Bohemian Rhapsody, Queen,1992,Drive, R.E.M.,1992
2528,Thought Id Died And Gone To Heaven, Bryan Adams,1992,7, Prince And The New Power Generation,1992
2529,Too Funky, George Michael,1992,Sometimes Love Just Aint Enough, Patty Smyth With Don Henley,1992
2530,T.L.C., Linear,1992,Here We Go Again!, Portrait,1992
2531,Just For Tonight, Vanessa Williams,1992,Jump Around, House Of Pain,1992
2532,Lift Me Up, Howard Jones,1992,I Wish The Phone Would Ring, Expose,1992
2533,Keep On Walkin, CeCe Peniston,1992,Walk On The Ocean, Toad The Wet Sprocket,1992
2534,They Want EFX, Das EFX,1992,Whos Gonna Ride Your Wild Horses, U2,1992
2535,Hazard, Richard Marx,1992,People Everyday, Arrested Development,1992
2536,Nu Nu, Lidell Townsell,1992,Keep The Faith, Bon Jovi,1992
2537,Lets Get Rocked, Def Leppard,1992,"Give It Up, Turn It Loose", En Vogue,1992
2538,Friday Im In Love, The Cure,1992,I Got A Thang 4 Ya!, Lo-Key?,1992
2539,Make It Happen, Mariah Carey,1992,Free Your Mind, En Vogue,1992
2540,Silent Prayer, Shanice,1992,Gangsta, Bell Biv DeVoe,1992
2541,Not The Only One, Bonnie Raitt,1992,A Whole New World (Aladdins Theme), Peabo Bryson & Regina Belle,1992
2542,Closer To Me, The Outfield,1992,Its Gonna Be A Lovely Day, The S.O.U.L. S.Y.S.T.E.M.,1992
2543,Sometimes I Rhyme Slow, Nice & Smooth,1992,Baby-Baby-Baby, TLC,1992
2544,Baby-Baby-Baby, TLC,1992,Slow And Sexy, Shabba Ranks (Featuring Johnny Gill),1992
2545,Why, Annie Lennox,1992,"Love Shoulda Brought You Home (From ""Boomerang"")", Toni Braxton,1992
2546,Why Me Baby?, Keith Sweat,1992,Someone To Hold, Trey Lorenz,1992
2547,Take This Heart, Richard Marx,1992,Just Another Day, Jon Secada,1992
2548,Honey Love, R. Kelly & Public Announcement,1992,No Ordinary Love, Sade,1992
2549,Everything Changes, Kathy Troccoli,1992,Love Can Move Mountains, Celine Dion,1992
2550,Giving Him Something He Can Feel, En Vogue,1992,Have You Ever Needed Someone So Bad, Def Leppard,1992
2551,Please Dont Go, Boyz II Men,1992,I Love You Period, Dan Baird,1992
2552,Helluva, Brotherhood Creed,1992,Mr. Wendal, Arrested Development,1992
2553,Fall In Love Again, Eddie Money,1992,Heal The World, Michael Jackson,1992
2554,Maria, TKA,1992,Baby Im For Real/Natural High, After 7,1992
2555,"Mr. Loverman (From ""Deep Cover"")", Shabba Ranks,1992,Quality Time, Hi-Five,1992
2556,Move This, Technotronic Featuring Ya Kid K,1992,Reminisce, Mary J. Blige,1992
2557,Strawberry Letter 23, Tevin Campbell,1992,I Dont Care, Shakespear's Sister,1992
2558,Good Stuff, The B-52s,1992,Erotica, Madonna,1992
2559,Innocent Child, Colourhaus,1992,Stand Up (Kick Love Into Motion), Def Leppard,1992
2560,Remedy, The Black Crowes,1992,Everythings Gonna Be Alright, Father M.C.,1992
2561,Anything At All, Mitch Malloy,1992,Ditty, Paperboy,1992
2562,James Brown Is Dead, L.A. Style,1992,I Will Be Here For You, Michael W. Smith,1992
2563,Never Satisfied, Good 2 Go,1992,"Forever Love (From ""Mo Money"")", Color Me Badd,1992
2564,Whatever It Takes (To Make You Stay), Troop,1992,Steam, Peter Gabriel,1992
2565,3-2-1 Pump, Redhead Kingpin & The F.B.I.,1992,These Are Days," 10,000 Maniacs",1992
2566,Smells Like Nirvana," ""Weird Al"" Yankovic",1992,Shamrocks And Shenanigans (Boom Shalock Lock Boom), House Of Pain,1992
2567,Victim Of The Ghetto, The College Boyz,1992,Homies, Lighter Shade Of Brown,1992
2568,Love Me, Tracie Spencer,1992,Pleasure, The Soup Dragons,1992
2569,Will You Marry Me?, Paula Abdul,1992,Games, Chuckii Booker,1992
2570,Boom! I Got Your Boyfriend, MC Luscious,1992,When I Look Into Your Eyes, Firehouse,1992
2571,Im The One You Need, Jody Watley,1992,I Got A Man, Positive K,1992
2572,You Think You Know Her, Cause And Effect,1992,"Baby, I Believe In You", George LaMond,1992
2573,Come As You Are, Nirvana,1992,Sexual, Goddess,1992
2574,Warm It Up, Kris Kross,1992,"Its Alright (From ""South Central"")", Classic Example,1992
2575,All Youve Got, RTZ,1992,Dont Walk Away, Jade,1992
2576,"You Remind Me (From ""Strictly Business"")", Mary J. Blige,1992,Chains Around My Heart, Richard Marx,1992
2577,57 Channels (And Nothin On), Bruce Springsteen,1992,Right Now, Al B. Sure!,1992
2578,All Woman, Lisa Stansfield,1992,"The Right Kind Of Love (From ""Beverly Hills, 90210"")", Jeremy Jordan,1992
2579,Take Time, Chris Walker,1992,Forever In Love, Kenny G,1992
2580,If You Want It, 2nd II None,1992,I Missed The Bus, Kris Kross,1992
2581,Scenario, A Tribe Called Quest,1992,Wicked, Ice Cube,1992
2582,Everythings Gonna Be Alright, Naughty By Nature,1992,Sesames Treet, Smart E's,1992
2583,Nothing Else Matters, Metallica,1992,No One Else On Earth, Wynonna,1992
2584,Dont Be Afraid, Aaron Hall,1992,Symphony Of Destruction, Megadeth,1992
2585,This Is The Last Time, Laura Enea,1992,Yesterdays, Guns N' Roses,1992
2586,The Choice Is Yours, Black Sheep,1992,This Could Be The One, Bad Company,1992
2587,High, The Cure,1992,Understand This Groove, Sound Factory,1992
2588,Twilight Zone, 2 Unlimited,1992,Couldve Been Me, Billy Ray Cyrus,1992
2589,Money Dont Matter 2 Night, Prince And The N.P.G.,1992,Pick It Up, Home Team,1992
2590,Goodbye, Tevin Campbell,1992,Irresistible, Cathy Dennis,1992
2591,Your Song, Rod Stewart,1992,Loves Taken Over, Chante Moore,1992
2592,Baby Hold On To Me, Gerald Levert (Duet With Eddie Levert),1992,No Mistakes, Patty Smyth,1992
2593,I Wanna Rock, Luke,1992,Sleeping With You, Firehouse,1992
2594,Human Touch/Better Days, Bruce Springsteen,1992,Slow Dance (Hey Mr. DJ), R. Kelly & Public Announcement,1992
2595,Sleeping With The Lights On, Curtis Stigers,1992,360 Degrees (What Goes Around), Grand Puba,1992
2596,Love You All My Lifetime, Chaka Khan,1992,Crazy Love, CeCe Peniston,1992
2597,Forever In Your Eyes, Mint Condition,1992,Get Up (Move Boy Move), AB Logic,1992
2598,Please Dont Go, K.W.S.,1992,"Revolution (From ""Malcolm X"")", Arrested Development,1992
2599,Slowly, Stacy Earl,1992,Alone With You, Tevin Campbell,1992
2600,Rush Rush, Paula Abdul,1991,Black Or White, Michael Jackson,1991
2601,"I Wanna Sex You Up (From ""New Jack City"")", Color Me Badd,1991,Its So Hard To Say Goodbye To Yesterday, Boyz II Men,1991
2602,More Than Words, Extreme,1991,All 4 Love, Color Me Badd,1991
2603,Losing My Religion, R.E.M.,1991,Set Adrift On Memory Bliss, P.M. Dawn,1991
2604,Love Is A Wonderful Thing, Michael Bolton,1991,When A Man Loves A Woman, Michael Bolton,1991
2605,Unbelievable, EMF,1991,Cant Let Go, Mariah Carey,1991
2606,Power Of Love/Love Power, Luther Vandross,1991,Blowing Kisses In The Wind, Paula Abdul,1991
2607,Strike It Up, Black Box,1991,Finally, CeCe Peniston,1991
2608,I Dont Wanna Cry, Mariah Carey,1991,2 Legit 2 Quit, M.C. Hammer,1991
2609,"Right Here, Right Now", Jesus Jones,1991,Wildside, Marky Mark & The Funky Bunch,1991
2610,Couple Days Off, Huey Lewis & The News,1991,Thats What Love Is For, Amy Grant,1991
2611,Playground, Another Bad Creation,1991,Keep Coming Back, Richard Marx,1991
2612,Here I Am (Come And Take Me), UB40,1991,No Son Of Mine, Genesis,1991
2613,I Like The Way (The Kissing Game), Hi-Five,1991,Cream, Prince And The N.P.G.,1991
2614,Gypsy Woman (Shes Homeless), Crystal Waters,1991,O.P.P., Naughty By Nature,1991
2615,Walking In Memphis, Marc Cohn,1991,Lets Talk About Sex, Salt-N-Pepa,1991
2616,We Want The Funk, Gerardo,1991,Smells Like Teen Spirit!, Nirvana,1991
2617,How Can I Ease The Pain, Lisa Fischer,1991,Dont Cry, Guns N' Roses,1991
2618,Place In This World, Michael W. Smith,1991,Dont Let The Sun Go Down On Me, George Michael/Elton John,1991
2619,Mama Said Knock You Out, LL Cool J,1991,Addams Groove, M.C. Hammer,1991
2620,Do You Want Me, Salt-N-Pepa,1991,Cant Stop This Thing We Started, Bryan Adams,1991
2621,Piece Of My Heart, Tara Kemp,1991,Live For Loving You, Gloria Estefan,1991
2622,Lily Was Here, David A. Stewart Introducing Candy Dulfer,1991,Set The Night To Music, Roberta Flack With Maxi Priest,1991
2623,Never Gonna Let You Down, Surface,1991,Broken Arrow, Rod Stewart,1991
2624,A Better Love, Londonbeat,1991,I Love Your Smile, Shanice,1991
2625,Ill Never Let You Go, Steelheart,1991,Mysterious Ways, U2,1991
2626,P.A.S.S.I.O.N., Rhythm Syndicate,1991,Do Anything, Natural Selection,1991
2627,Love At First Sight, Styx,1991,Forever My Lady, Jodeci,1991
2628,The Dream Is Still Alive, Wilson Phillips,1991,Romantic, Karyn White,1991
2629,Rhythm Of My Heart, Rod Stewart,1991,Diamonds And Pearls, Prince And The N.P.G.,1991
2630,Baby Baby, Amy Grant,1991,Change, Lisa Stansfield,1991
2631,Miracle, Whitney Houston,1991,Tell Me What You Want Me To Do, Tevin Campbell,1991
2632,Touch Me (All Night Long), Cathy Dennis,1991,Street Of Dreams, Nia Peeples,1991
2633,Silent Lucidity, Queensryche,1991,Spending My Time, Roxette,1991
2634,Here We Go, C+C Music Factory/F. Williams,1991,The Way I Feel About You, Karyn White,1991
2635,Temptation, Corina,1991,Love Me All Up, Stacy Earl,1991
2636,It Aint Over til Its Over, Lenny Kravitz,1991,Emotions, Mariah Carey,1991
2637,Does Anybody Really Fall In Love Anymore?, Kane Roberts,1991,Angel Baby, Angelica,1991
2638,Every Heartbeat, Amy Grant,1991,Mind Playing Tricks On Me, Geto Boys,1991
2639,Dont Treat Me Bad, Firehouse,1991,Save Up All Your Tears, Cher,1991
2640,Ill Be There, The Escape Club,1991,Keep It Comin, Keith Sweat,1991
2641,You Cant Play With My Yo-Yo, Yo-Yo Featuring Ice Cube,1991,Tender Kisses, Tracie Spencer,1991
2642,Fading Like A Flower (Every Time You Leave), Roxette,1991,Running Back To You, Vanessa Williams,1991
2643,Life Goes On, Poison,1991,Home Sweet Home, Motley Crue,1991
2644,See The Lights, Simple Minds,1991,Ive Got A Lot To Learn About Love, The Storm,1991
2645,I Touch Myself, Divinyls,1991,I Wonder Why, Curtis Stigers,1991
2646,Joyride, Roxette,1991,Enter Sandman, Metallica,1991
2647,Love And Understanding, Cher,1991,Top Of The World, Van Halen,1991
2648,Kissing You, Keith Washington,1991,Housecall, Shabba Ranks (Featuring Maxi Priest),1991
2649,Exclusivity, Damian Dame,1991,Is It Good To You, Heavy D & The Boyz,1991
2650,Summertime, D.J. Jazzy Jeff & The Fresh Prince,1991,Too Blind To See It, Kym Sims,1991
2651,Written All Over Your Face, The Rude Boys,1991,Ring My Bell, D.J. Jazzy Jeff & The Fresh Prince,1991
2652,Wind Of Change, Scorpions,1991,The Unforgiven, Metallica,1991
2653,What Comes Naturally, Sheena Easton,1991,Shot Of Poison, Lita Ford,1991
2654,Motownphilly, Boyz II Men,1991,In My Dreams, The Party,1991
2655,Voices That Care, Voices That Care,1991,I Cant Make You Love Me, Bonnie Raitt,1991
2656,This Time Make It Funky, Tracie Spencer,1991,Send Me An Angel, Scorpions,1991
2657,"Nights Like This (From ""The Five Heartbeats"")", After 7,1991,Cant Truss It, Public Enemy,1991
2658,Higher Than Hope, Daryl Braithwaite,1991,Hearts Dont Think (They Feel), Natural Selection,1991
2659,Elevate My Mind, Stereo MC's,1991,All She Wrote, Firehouse,1991
2660,"Part Of Me, Part Of You", Glenn Frey,1991,I Wanna Be Your Girl, Icy Blu,1991
2661,Cant Forget You, Gloria Estefan,1991,Aint Gonna Hurt Nobody, Kid 'N Play,1991
2662,My Body Says Yes, Titiyo,1991,On A Sunday Afternoon, Lighter Shade Of Brown,1991
2663,Love Desire, Sandee,1991,Kiss You Back, Digital Underground,1991
2664,Ooh La La, David Hallyday,1991,Just A Touch Of Love, C+C Music Factory Presents Zelma Davis,1991
2665,Can I Call You My Girl, PC Quest,1991,Groovy Train, The Farm,1991
2666,Kisses In The Night, Brandon,1991,Im Too Sexy, Right Said Fred,1991
2667,Dirty Love, Thunder,1991,A Day In My Life (Without You), Lisette Melendez,1991
2668,Cry For Help, Rick Astley,1991,Aint No Future In Yo Fronting, M.C. Breed & D.F.C.,1991
2669,Going Through The Motions, Aftershock,1991,The Comfort Zone, Vanessa Williams,1991
2670,What A Price To Pay, Michael Damian,1991,I Want You, Jody Watley,1991
2671,Where The Streets Have No Name, Pet Shop Boys,1991,Pop That Coochie, The 2 Live Crew,1991
2672,You Dont Have To Go Home Tonight, The Triplets,1991,No More Tears, Ozzy Osbourne,1991
2673,Dream Lover, The Rebel Pebbles,1991,Whispers, Corina,1991
2674,She Talks To Angels, The Black Crowes,1991,Love Crazy, Atlantic Starr,1991
2675,More Than Ever, Nelson,1991,In Paradise, Laissez Faire,1991
2676,I Cant Wait Another Minute, Hi-Five,1991,Within My Heart, Voyce,1991
2677,Surrender, Trixter,1991,Uhh Ahh, Boyz II Men,1991
2678,Someone, The Rembrandts,1991,Get A Leg Up, John Mellencamp,1991
2679,Your Love, Keith Sweat,1991,All Through The Night, Tone-Loc,1991
2680,Forever Amor, D'zyre,1991,Conviction Of The Heart, Kenny Loggins,1991
2681,(If There Was) Any Other Way, Celine Dion,1991,To Be With You, Mr. Big,1991
2682,Crazy, Seal,1991,Rush, Big Audio,1991
2683,Hard To Handle, The Black Crowes,1991,Real Real Real, Jesus Jones,1991
2684,Move Right Out, Rick Astley,1991,Ill Get By, Eddie Money,1991
2685,Lift Me Up, Yes,1991,Every Road Leads Back To You, Bette Midler,1991
2686,Summer Vacation, The Party,1991,There Will Never Be Another Tonight, Bryan Adams,1991
2687,Its A Shame (My Sister), Monie Love Featuring True Image,1991,Insatiable, Prince And The N.P.G.,1991
2688,Whatever You Want, Tony Toni Tone,1991,Move Any Mountain, The Shamen,1991
2689,Only Time Will Tell, Nelson,1991,Right Down To It, Damian Dame,1991
2690,Come Again, Damn Yankees,1991,The Fly, U2,1991
2691,Round And Round, Tevin Campbell,1991,What Time Is Love?, The KLF,1991
2692,Love On A Rooftop, Desmond Child,1991,Give It Away, Red Hot Chili Peppers,1991
2693,3 A.M. Eternal, The KLF,1991,Something Got Me Started, Simply Red,1991
2694,Break Up To Make Up, Cynthia,1991,Live And Let Die, Guns N' Roses,1991
2695,Save Some Love, Keedy,1991,Everybody Move, Cathy Dennis,1991
2696,Love Gets Rough, Troy Newman,1991,Groovin, UB40,1991
2697,Let The Beat Hit Em, Lisa Lisa And Cult Jam,1991,Just Another Girlfriend, Hi-Five,1991
2698,My Heart Is Failing Me, Riff,1991,Lies, EMF,1991
2699,Can You Stop The Rain, Peabo Bryson,1991,All I Need Is You, Blue Train,1991
2700,"It Must Have Been Love (From ""Pretty Woman"")", Roxette,1990,Because I Love You (The Postman Song), Stevie B,1990
2701,Step By Step, New Kids On The Block,1990,Justify My Love, Madonna,1990
2702,Poison, Bell Biv DeVoe,1990,From A Distance, Bette Midler,1990
2703,Hold On, Wilson Phillips,1990,Impulsive, Wilson Phillips,1990
2704,Do You Remember?, Phil Collins,1990,Toms Diner, DNA Featuring Suzanne Vega,1990
2705,Vogue, Madonna,1990,High Enough, Damn Yankees,1990
2706,Ready Or Not, After 7,1990,Im Your Baby Tonight, Whitney Houston,1990
2707,Hold On, En Vogue,1990,Freedom, George Michael,1990
2708,U Cant Touch This, M.C. Hammer,1990,The Way You Do The Things You Do, UB40,1990
2709,Ill Be Your Shelter, Taylor Dayne,1990,Sensitivity, Ralph Tresvant,1990
2710,All I Wanna Do Is Make Love To You, Heart,1990,Love Will Never Do (Without You), Janet Jackson,1990
2711,She Aint Worth It, Glenn Medeiros Featuring Bobby Brown,1990,"Miracle (From ""Young Guns II"")", Jon Bon Jovi,1990
2712,Children Of The Night, Richard Marx,1990,Something To Believe In, Poison,1990
2713,The Humpty Dance, Digital Underground,1990,Love Takes Time, Mariah Carey,1990
2714,Rub You The Right Way, Johnny Gill,1990,Groove Is In The Heart, Deee-Lite,1990
2715,"Baby, Its Tonight", Jude Cole,1990,The First Time, Surface,1990
2716,"Cradle Of Love (From ""Ford Fairlane"")", Billy Idol,1990,Miles Away, Winger,1990
2717,Sending All My Love, Linear,1990,One And Only Man, Steve Winwood,1990
2718,Enjoy The Silence, Depeche Mode,1990,Wiggle It, 2 In A Room,1990
2719,Alright, Janet Jackson,1990,After The Rain, Nelson,1990
2720,The Power, Snap!,1990,Gonna Make You Sweat (Everybody Dance Now), C+C Music Factory,1990
2721,Girls Nite Out, Tyler Collins,1990,Feels Good, Tony Toni Tone,1990
2722,Sittin In The Lap Of Luxury, Louie Louie,1990,Play That Funky Music, Vanilla Ice,1990
